hid_pes,puid_pes,forename_pes,middlenm_pes,last_name_pes,names_pes,province_pes,district_pes,sector_pes,cellule_pes,village_pes,month_pes,year_pes,age_pes,HoH_pes,marstat_pes,marstatdesc_pes,relationship_pes,sex_pes,telephone_pes,lat_pes,long_pes,full_loc_pes,EAid_pes,DSid_pes,dob_pes
86,PES_MIQ721925284,IYAKAREMYE,nan,MURENZI,IYAKAREMYE  MURENZI,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,1.0,nan,54.0,JEAN DE ALEX,4.0,DIVORCED,4.0,M,4746754140.0,-2.007033115,30.14295588,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE,1.0/nan
86,PES_MIW791637036,JEAN,DE,ALEX,JEAN DE ALEX,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,nan,nan,97.0,JEAN DE ALEX,7.0,WIDOWED,5.0,M,4746754140.0,-2.007033115,30.14295588,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE,nan/nan
86,PES_MJ6361146971,NADINE,nan,MANZI,NADINE  MANZI,KIGALI,GASABO,BUMBOGO,MVUZO,NYAKABINGO,nan,1985.0,37.0,JEAN DE ALEX,nan,nan,5.0,F,4746754140.0,-1.862762431,29.97355232,RWANDA GASABO BUMBOGO MVUZO NYAKABINGO,MVUZONYAKABINGO,GASABOBUMBOGO,nan/1985.0
87,PES_MJD783795472,LEONARD,nan,UWIMBABAZI,LEONARD  UWIMBABAZI,WEST,KARONGI,MURAMBI,MUHORORO,NYAKABUYE,12.0,1928.0,59.0,MAURICE KAMALI,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,6.0,M,9015539671.0,-2.151327347,29.52959892,RWANDA KARONGI MURAMBI MUHORORO NYAKABUYE,MUHORORONYAKABUYE,KARONGIMURAMBI,12.0/1928.0
87,PES_MKF308342586,DOMINIQUE,nan,JACQUES,DOMINIQUE  JACQUES,WEST,KARONGI,MURAMBI,MUHORORO,NYAKABUYE,1.0,1982.0,10.0,MAURICE KAMALI,6.0,NEVER MARRIED,6.0,M,9015539671.0,-2.151327347,29.52959892,RWANDA KARONGI MURAMBI MUHORORO NYAKABUYE,MUHORORONYAKABUYE,KARONGIMURAMBI,1.0/1982.0
87,PES_MLM119473003,MAURICE,nan,KAMALI,MAURICE  KAMALI,WEST,KARONGI,MURAMBI,MUHORORO,NYAKABUYE,6.0,1938.0,84.0,MAURICE KAMALI,nan,nan,nan,F,9015539671.0,-2.151327347,29.52959892,RWANDA KARONGI MURAMBI MUHORORO NYAKABUYE,MUHORORONYAKABUYE,KARONGIMURAMBI,6.0/1938.0
87,PES_MQR297660507,LIONELI,nan,NDIKUMANA,LIONELI  NDIKUMANA,WEST,KARONGI,MURAMBI,MUHORORO,NYAKABUYE,nan,1959.0,63.0,MAURICE KAMALI,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,6.0,M,9015539671.0,-2.151327347,29.52959892,RWANDA KARONGI MURAMBI MUHORORO NYAKABUYE,MUHORORONYAKABUYE,KARONGIMURAMBI,nan/1959.0
88,PES_MT1307294450,HEBRON,nan,TUYISHIME,HEBRON  TUYISHIME,SOUTH,NYANZA,CYABAKAMYI,KADAHO,KABERE,9.0,1964.0,36.0,REGIS AMANI,7.0,WIDOWED,13.0,M,9955515088.0,-2.294363198,29.65059104,RWANDA NYANZA CYABAKAMYI KADAHO KABERE,KADAHOKABERE,NYANZACYABAKAMYI,9.0/1964.0
88,PES_MVO006683483,NDATABAYE,ALEXIS,MURUNGI,NDATABAYE ALEXIS MURUNGI,SOUTH,NYANZA,CYABAKAMYI,KADAHO,KABERE,1.0,2002.0,20.0,REGIS AMANI,4.0,DIVORCED,4.0,M,9955515088.0,-2.294363198,29.65059104,RWANDA NYANZA CYABAKAMYI KADAHO KABERE,KADAHOKABERE,NYANZACYABAKAMYI,1.0/2002.0
88,PES_MZA689090204,REGIS,nan,AMANI,REGIS  AMANI,SOUTH,NYANZA,CYABAKAMYI,KADAHO,KABERE,1.0,1962.0,60.0,REGIS AMANI,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1.0,M,9955515088.0,-2.294363198,29.65059104,RWANDA NYANZA CYABAKAMYI KADAHO KABERE,KADAHOKABERE,NYANZACYABAKAMYI,1.0/1962.0
89,PES_N1A340193511,IMMACULEE,nan,nan,IMMACULEE  ,NORTH,MUSANZE,CYUVE,BUKINANYANA,MWIDAGADURO,9.0,1974.0,12.0,NISAINTHE THEODORE SIBOMANA,6.0,NEVER MARRIED,1.0,F,5892109608.0,-1.49215671,29.66411118,RWANDA MUSANZE CYUVE BUKINANYANA MWIDAGADURO,BUKINANYANAMWIDAGADURO,MUSANZECYUVE,9.0/1974.0
89,PES_N1C374064943,ANNUALITE,nan,MBABAZI,ANNUALITE  MBABAZI,NORTH,MUSANZE,CYUVE,BUKINANYANA,MWIDAGADURO,nan,1972.0,53.0,NISAINTHE THEODORE SIBOMANA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8.0,F,5892109608.0,-1.49215671,29.66411118,RWANDA MUSANZE CYUVE BUKINANYANA MWIDAGADURO,BUKINANYANAMWIDAGADURO,MUSANZECYUVE,nan/1972.0
89,PES_N6M123045352,NISAINTHE,THEODORE,nan,NISAINTHE THEODORE ,NORTH,MUSANZE,CYUVE,BUKINANYANA,MWIDAGADURO,1.0,1944.0,78.0,NISAINTHE THEODORE SIBOMANA,3.0,LIVE IN A POLYGAMOUS UNION,9.0,M,5892109608.0,-1.49215671,29.66411118,RWANDA MUSANZE CYUVE BUKINANYANA MWIDAGADURO,BUKINANYANAMWIDAGADURO,MUSANZECYUVE,1.0/1944.0
89,PES_NAA350868031,EUGENA,nan,MUSABYIMANA,EUGENA  MUSABYIMANA,NORTH,MUSANZE,CYUVE,BUKINANYANA,MWIDAGADURO,7.0,nan,8.0,NISAINTHE THEODORE SIBOMANA,nan,nan,10.0,M,5892109608.0,-1.49215671,29.66411118,RWANDA MUSANZE CYUVE BUKINANYANA MWIDAGADURO,BUKINANYANAMWIDAGADURO,MUSANZECYUVE,7.0/nan
91,PES_NEB928709065,RAISSA,nan,TWAHIRWA,RAISSA  TWAHIRWA,NORTH,MUSANZE,GACACA,KABIRIZI,RUNGU,1.0,1945.0,77.0,PROTAIS SIMBI,4.0,DIVORCED,13.0,F,4588441647.0,-1.497694843,29.67671126,RWANDA MUSANZE GACACA KABIRIZI RUNGU,KABIRIZIRUNGU,MUSANZEGACACA,1.0/1945.0
91,PES_NEU596185690,PROTAIS,nan,SIMBI,PROTAIS  SIMBI,NORTH,MUSANZE,GACACA,KABIRIZI,RUNGU,11.0,1940.0,82.0,PROTAIS SIMBI,3.0,LIVE IN A POLYGAMOUS UNION,nan,M,4588441647.0,-1.497694843,29.67671126,RWANDA MUSANZE GACACA KABIRIZI RUNGU,KABIRIZIRUNGU,MUSANZEGACACA,11.0/1940.0
91,PES_NG9816166014,HAPPY,nan,MUHOZA,HAPPY  MUHOZA,NORTH,MUSANZE,GACACA,KABIRIZI,RUNGU,nan,nan,32.0,PROTAIS SIMBI,5.0,SEPARATED,8.0,M,4588441647.0,-1.497694843,29.67671126,RWANDA MUSANZE GACACA KABIRIZI RUNGU,KABIRIZIRUNGU,MUSANZEGACACA,nan/nan
91,PES_NI0191737442,STRATON,nan,KAMANA,STRATON  KAMANA,NORTH,MUSANZE,GACACA,KABIRIZI,RUNGU,7.0,2015.0,7.0,PROTAIS SIMBI,6.0,NEVER MARRIED,4.0,M,4588441647.0,-1.497694843,29.67671126,RWANDA MUSANZE GACACA KABIRIZI RUNGU,KABIRIZIRUNGU,MUSANZEGACACA,7.0/2015.0
92,PES_NLZ727593275,ESPOIR,nan,nan,ESPOIR  ,KIGALI,KICUKIRO,KICUKIRO,NGOMA,AHITEGEYE,3.0,1960.0,64.0,ESPOIR NORBERT,7.0,WIDOWED,7.0,M,9621755431.0,-1.959770741,30.06728094,RWANDA KICUKIRO KICUKIRO NGOMA AHITEGEYE,NGOMAAHITEGEYE,KICUKIROKICUKIRO,3.0/1960.0
92,PES_NQT841989640,DIOCLES,nan,NIYIBIZI,DIOCLES  NIYIBIZI,KIGALI,KICUKIRO,KICUKIRO,NGOMA,AHITEGEYE,2.0,2020.0,2.0,ESPOIR NORBERT,nan,nan,12.0,M,9621755431.0,-1.959770741,30.06728094,RWANDA KICUKIRO KICUKIRO NGOMA AHITEGEYE,NGOMAAHITEGEYE,KICUKIROKICUKIRO,2.0/2020.0
92,PES_NTV805202734,BWAMI,nan,TUYISENGE,BWAMI  TUYISENGE,KIGALI,KICUKIRO,KICUKIRO,NGOMA,AHITEGEYE,2.0,1970.0,52.0,ESPOIR NORBERT,7.0,WIDOWED,8.0,M,9621755431.0,-1.959770741,30.06728094,RWANDA KICUKIRO KICUKIRO NGOMA AHITEGEYE,NGOMAAHITEGEYE,KICUKIROKICUKIRO,2.0/1970.0
93,PES_NX8305091414,GATETE,nan,NGARAMBE,GATETE  NGARAMBE,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,4.0,1954.0,68.0,ANICET MUSONI,3.0,LIVE IN A POLYGAMOUS UNION,1.0,M,8765324410.0,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,4.0/1954.0
93,PES_NXN426802652,ANICET,nan,MUSONI,ANICET  MUSONI,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,10.0,1926.0,96.0,ANICET MUSONI,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,10.0,M,8765324410.0,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,10.0/1926.0
93,PES_O4B837302508,VICTOR,nan,MOHAMED,VICTOR  MOHAMED,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,2.0,1984.0,40.0,ANICET MUSONI,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,nan,M,8765324410.0,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,2.0/1984.0
93,PES_OAE482894066,PANETTA,nan,MURENZI,PANETTA  MURENZI,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,nan,nan,14.0,ANICET MUSONI,6.0,NEVER MARRIED,9.0,M,8765324410.0,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,nan/nan
94,PES_ODA361845172,MUGABO,nan,NKURUNZIZA,MUGABO  NKURUNZIZA,WEST,KARONGI,RUBENGERA,BUBAZI,NYAGAHINGA,11.0,1968.0,54.0,THEONESTE DIEU MUHUMUZA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,12.0,M,6261476101.0,-2.0723015080000002,29.43024263,RWANDA KARONGI RUBENGERA BUBAZI NYAGAHINGA,BUBAZINYAGAHINGA,KARONGIRUBENGERA,11.0/1968.0
94,PES_OFE002637174,THEONESTE,DIEU,MUHUMUZA,THEONESTE DIEU MUHUMUZA,WEST,KARONGI,RUBENGERA,BUBAZI,NYAGAHINGA,10.0,1944.0,80.0,THEONESTE DIEU MUHUMUZA,nan,nan,9.0,M,6261476101.0,-2.0723015080000002,29.43024263,RWANDA KARONGI RUBENGERA BUBAZI NYAGAHINGA,BUBAZINYAGAHINGA,KARONGIRUBENGERA,10.0/1944.0
94,PES_OGQ816772415,NIYONSABA,nan,MUNAN,NIYONSABA  MUNAN,WEST,KARONGI,RUBENGERA,BUBAZI,NYAGAHINGA,6.0,1967.0,55.0,THEONESTE DIEU MUHUMUZA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,2.0,F,6261476101.0,-2.0723015080000002,29.43024263,RWANDA KARONGI RUBENGERA BUBAZI NYAGAHINGA,BUBAZINYAGAHINGA,KARONGIRUBENGERA,6.0/1967.0
94,PES_OHK866073427,NDEKEZI,nan,NTAKIRUTIMANA,NDEKEZI  NTAKIRUTIMANA,WEST,KARONGI,RUBENGERA,BUBAZI,NYAGAHINGA,8.0,1953.0,69.0,THEONESTE DIEU MUHUMUZA,3.0,LIVE IN A POLYGAMOUS UNION,12.0,M,6261476101.0,-2.0723015080000002,29.43024263,RWANDA KARONGI RUBENGERA BUBAZI NYAGAHINGA,BUBAZINYAGAHINGA,KARONGIRUBENGERA,8.0/1953.0
96,PES_OUR362817745,THEOPHILE,nan,RWIGEMA,THEOPHILE  RWIGEMA,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,nan,nan,95.0,THEOPHILE RWIGEMA,3.0,LIVE IN A POLYGAMOUS UNION,5.0,M,7935394791.0,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,nan/nan
96,PES_OYF379278649,OCTAVE,nan,AUGUSTIN,OCTAVE  AUGUSTIN,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,9.0,1995.0,27.0,THEOPHILE RWIGEMA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1.0,M,7935394791.0,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,9.0/1995.0
96,PES_OZO595105209,EGIDE,nan,AUGUSTIN,EGIDE  AUGUSTIN,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,1.0,1959.0,63.0,THEOPHILE RWIGEMA,nan,nan,nan,M,7935394791.0,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,1.0/1959.0
97,PES_OZY517452369,HAFASHIMU,nan,NTAKIRUTIMANA,HAFASHIMU  NTAKIRUTIMANA,EAST,NYAGATARE,KIYOMBE,GATABA,CYEMIYAGA,7.0,nan,86.0,HAFASHIM NTAKIRUTIMANA,7.0,WIDOWED,13.0,M,nan,-1.404324139,30.07609518,RWANDA NYAGATARE KIYOMBE GATABA CYEMIYAGA,GATABACYEMIYAGA,NYAGATAREKIYOMBE,7.0/nan
97,PES_P3O168889970,ANSELM,nan,RUZINDANA,ANSELM  RUZINDANA,EAST,NYAGATARE,KIYOMBE,GATABA,CYEMIYAGA,9.0,1995.0,27.0,HAFASHIM NTAKIRUTIMANA,7.0,WIDOWED,5.0,M,nan,-1.404324139,30.07609518,RWANDA NYAGATARE KIYOMBE GATABA CYEMIYAGA,GATABACYEMIYAGA,NYAGATAREKIYOMBE,9.0/1995.0
97,PES_P3U736501566,PACIFIC,BILLY,CHRISTIAN,PACIFIC BILLY CHRISTIAN,EAST,NYAGATARE,KIYOMBE,GATABA,CYEMIYAGA,12.0,2016.0,6.0,HAFASHIM NTAKIRUTIMANA,6.0,NEVER MARRIED,3.0,M,nan,-1.404324139,30.07609518,RWANDA NYAGATARE KIYOMBE GATABA CYEMIYAGA,GATABACYEMIYAGA,NYAGATAREKIYOMBE,12.0/2016.0
97,PES_P4B061660396,MICHAEL,RAVI,TWAGIRAYEZU,MICHAEL RAVI TWAGIRAYEZU,EAST,NYAGATARE,KIYOMBE,GATABA,CYEMIYAGA,12.0,1977.0,48.0,HAFASHIM NTAKIRUTIMANA,3.0,LIVE IN A POLYGAMOUS UNION,2.0,M,nan,-1.404324139,30.07609518,RWANDA NYAGATARE KIYOMBE GATABA CYEMIYAGA,GATABACYEMIYAGA,NYAGATAREKIYOMBE,12.0/1977.0
98,PES_P5L292039684,RUHUMURIZA,nan,TWAHIRWA,RUHUMURIZA  TWAHIRWA,SOUTH,NYARUGURU,NGERA,NYAMIRAMA,NYAMIRAMA,3.0,nan,70.0,RUHUMURIZA TWAHIRWA,5.0,SEPARATED,10.0,M,2344031896.0,-2.270923366,30.007350800000005,RWANDA NYARUGURU NGERA NYAMIRAMA NYAMIRAMA,NYAMIRAMANYAMIRAMA,NYARUGURUNGERA,3.0/nan
98,PES_P92395635705,YVES,nan,UMI,YVES  UMI,SOUTH,NYARUGURU,NGERA,NYAMIRAMA,NYAMIRAMA,3.0,2001.0,21.0,RUHUMURIZA TWAHIRWA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8.0,M,2344031896.0,-2.270923366,30.007350800000005,RWANDA NYARUGURU NGERA NYAMIRAMA NYAMIRAMA,NYAMIRAMANYAMIRAMA,NYARUGURUNGERA,3.0/2001.0
98,PES_PAI865878097,MITAAKO,nan,KAREGA,MITAAKO  KAREGA,SOUTH,NYARUGURU,NGERA,NYAMIRAMA,NYAMIRAMA,8.0,1999.0,67.0,RUHUMURIZA TWAHIRWA,3.0,LIVE IN A POLYGAMOUS UNION,8.0,F,2344031896.0,-2.270923366,30.007350800000005,RWANDA NYARUGURU NGERA NYAMIRAMA NYAMIRAMA,NYAMIRAMANYAMIRAMA,NYARUGURUNGERA,8.0/1999.0
98,PES_PFO608670572,PAULINE,nan,nan,PAULINE  ,SOUTH,NYARUGURU,NGERA,NYAMIRAMA,NYAMIRAMA,11.0,1977.0,46.0,RUHUMURIZA TWAHIRWA,3.0,LIVE IN A POLYGAMOUS UNION,6.0,F,2344031896.0,-2.270923366,30.007350800000005,RWANDA NYARUGURU NGERA NYAMIRAMA NYAMIRAMA,NYAMIRAMANYAMIRAMA,NYARUGURUNGERA,11.0/1977.0
99,PES_PG4857214284,AUDREY,nan,ISHIMWE,AUDREY  ISHIMWE,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,1982.0,40.0,HAKIZIMANA UWAMAHORO,4.0,DIVORCED,10.0,F,7722065005.0,-1.9343740459999998,30.01875386,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/1982.0
99,PES_PI7765137057,SANA,nan,MANZI,SANA  MANZI,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,7.0,1968.0,36.0,HAKIZIMANA UWAMAHORO,4.0,DIVORCED,10.0,nan,7722065005.0,-1.9343740459999998,30.01875386,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,7.0/1968.0
99,PES_PJB553988954,HAKIZIMANA,nan,UWAMAHORO,HAKIZIMANA  UWAMAHORO,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,7.0,1951.0,71.0,HAKIZIMANA UWAMAHORO,3.0,LIVE IN A POLYGAMOUS UNION,9.0,M,7722065005.0,-1.9343740459999998,30.01875386,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,7.0/1951.0
100,PES_PJZ196198818,AZIUM,nan,MUHIRWA,AZIUM  MUHIRWA,KIGALI,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,nan,1999.0,24.0,SHYAKA FRED MUTESI,5.0,SEPARATED,5.0,F,9315382799.0,-2.028041408,30.21562084,RWANDA KICUKIRO MASAKA AYABARAYA NYAMYIJIMA,AYABARAYANYAMYIJIMA,KICUKIROMASAKA,nan/1999.0
100,PES_POA696742008,SHYAKA,FRED,MUTESI,SHYAKA FRED MUTESI,KIGALI,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,5.0,1935.0,89.0,SHYAKA FRED MUTESI,3.0,LIVE IN A POLYGAMOUS UNION,3.0,M,9315382799.0,-2.028041408,30.21562084,RWANDA KICUKIRO MASAKA AYABARAYA NYAMYIJIMA,AYABARAYANYAMYIJIMA,KICUKIROMASAKA,5.0/1935.0
100,PES_PPD546377743,KWIZERA,nan,UWASE,KWIZERA  UWASE,KIGALI,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,nan,nan,43.0,SHYAKA FRED MUTESI,4.0,DIVORCED,5.0,M,9315382799.0,-2.028041408,30.21562084,RWANDA KICUKIRO MASAKA AYABARAYA NYAMYIJIMA,AYABARAYANYAMYIJIMA,KICUKIROMASAKA,nan/nan
100,PES_PSL294205071,NZIZ,nan,PHOCAS,NZIZ  PHOCAS,KIGALI,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,11.0,1991.0,31.0,SHYAKA FRED MUTESI,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,nan,M,9315382799.0,-2.028041408,30.21562084,RWANDA KICUKIRO MASAKA AYABARAYA NYAMYIJIMA,AYABARAYANYAMYIJIMA,KICUKIROMASAKA,11.0/1991.0
101,PES_PTO172058966,nan,MORGAN,MUNEZERO, MORGAN MUNEZERO,KIGALI,GASABO,JABANA,NGIRYI,UWANYANGE,7.0,1935.0,87.0,RWAKAGEYO GATETE,7.0,WIDOWED,7.0,M,9877606104.0,-1.850455085,30.08860428,RWANDA GASABO JABANA NGIRYI UWANYANGE,NGIRYIUWANYANGE,GASABOJABANA,7.0/1935.0
101,PES_PTQ259347601,RWAKAGEYO,nan,GATETE,RWAKAGEYO  GATETE,KIGALI,GASABO,JABANA,NGIRYI,UWANYANGE,4.0,1925.0,97.0,RWAKAGEYO GATETE,nan,nan,5.0,M,9877606104.0,-1.850455085,30.08860428,RWANDA GASABO JABANA NGIRYI UWANYANGE,NGIRYIUWANYANGE,GASABOJABANA,4.0/1925.0
101,PES_PY6907310149,HASSAN,nan,MUGIRANEZA,HASSAN  MUGIRANEZA,KIGALI,GASABO,JABANA,NGIRYI,UWANYANGE,6.0,nan,87.0,RWAKAGEYO GATETE,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,13.0,M,9877606104.0,-1.850455085,30.08860428,RWANDA GASABO JABANA NGIRYI UWANYANGE,NGIRYIUWANYANGE,GASABOJABANA,6.0/nan
101,PES_PYI578113137,JEAN,BERTRAND,ALEXIS,JEAN BERTRAND ALEXIS,KIGALI,GASABO,JABANA,NGIRYI,UWANYANGE,8.0,1960.0,62.0,RWAKAGEYO GATETE,5.0,SEPARATED,11.0,M,9877606104.0,-1.850455085,30.08860428,RWANDA GASABO JABANA NGIRYI UWANYANGE,NGIRYIUWANYANGE,GASABOJABANA,8.0/1960.0
102,PES_Q0U436604047,NIYERA,nan,GATSINZI,NIYERA  GATSINZI,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,2.0,1947.0,78.0,PATIENCE HITIMANA,5.0,SEPARATED,10.0,M,2013817013.0,-2.189879221,29.90352184,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,2.0/1947.0
102,PES_Q4V491559268,GERVAI,nan,MUHIRE,GERVAI  MUHIRE,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,1.0,1936.0,89.0,PATIENCE HITIMANA,7.0,WIDOWED,12.0,M,2013817013.0,-2.189879221,29.90352184,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,1.0/1936.0
102,PES_Q8H866728564,PATIENCE,nan,HITIMANA,PATIENCE  HITIMANA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,nan,1934.0,88.0,PATIENCE HITIMANA,6.0,NEVER MARRIED,7.0,M,2013817013.0,-2.189879221,29.90352184,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,nan/1934.0
102,PES_QCZ690027008,NGABONZIZA,nan,MAHORO,NGABONZIZA  MAHORO,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,nan,1954.0,36.0,PATIENCE HITIMANA,7.0,WIDOWED,3.0,M,2013817013.0,-2.189879221,29.90352184,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,nan/1954.0
103,PES_QGB914972044,DANIEL,nan,NSENGIYUMVA,DANIEL  NSENGIYUMVA,KIGALI,GASABO,KACYIRU,KAMATAMU,RWINZOVU,nan,1954.0,68.0,DANIEL NSENGIYUMVA,nan,nan,7.0,M,nan,-1.915431012,30.06971633,RWANDA GASABO KACYIRU KAMATAMU RWINZOVU,KAMATAMURWINZOVU,GASABOKACYIRU,nan/1954.0
103,PES_QGU272139962,SHYAKA,nan,MWESIGYE,SHYAKA  MWESIGYE,KIGALI,GASABO,KACYIRU,KAMATAMU,RWINZOVU,1.0,2007.0,15.0,DANIEL NSENGIYUMVA,6.0,NEVER MARRIED,13.0,M,nan,-1.915431012,30.06971633,RWANDA GASABO KACYIRU KAMATAMU RWINZOVU,KAMATAMURWINZOVU,GASABOKACYIRU,1.0/2007.0
103,PES_QHP822356742,DIDIER,nan,nan,DIDIER  ,KIGALI,GASABO,KACYIRU,KAMATAMU,RWINZOVU,10.0,1978.0,44.0,DANIEL NSENGIYUMVA,nan,nan,13.0,F,nan,-1.915431012,30.06971633,RWANDA GASABO KACYIRU KAMATAMU RWINZOVU,KAMATAMURWINZOVU,GASABOKACYIRU,10.0/1978.0
103,PES_QLD852189557,HABIMANA,nan,MUGISHA,HABIMANA  MUGISHA,KIGALI,GASABO,KACYIRU,KAMATAMU,RWINZOVU,4.0,nan,61.0,DANIEL NSENGIYUMVA,6.0,NEVER MARRIED,7.0,M,nan,-1.915431012,30.06971633,RWANDA GASABO KACYIRU KAMATAMU RWINZOVU,KAMATAMURWINZOVU,GASABOKACYIRU,4.0/nan
104,PES_QLY217262393,CEDRIC,nan,KWIZERA,CEDRIC  KWIZERA,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,nan,1930.0,95.0,THEONEST NIYONSABA,3.0,LIVE IN A POLYGAMOUS UNION,11.0,M,5547896553.0,-2.595907105,29.72606205,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA,nan/1930.0
104,PES_QME649042179,ANNE,nan,NDAYAMBAJE,ANNE  NDAYAMBAJE,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,nan,1953.0,70.0,THEONEST NIYONSABA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,13.0,F,5547896553.0,-2.595907105,29.72606205,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA,nan/1953.0
104,PES_QP0317195338,HAPPY,NTWARI,NIZEYIMANA,HAPPY NTWARI NIZEYIMANA,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,8.0,1958.0,32.0,THEONEST NIYONSABA,7.0,WIDOWED,5.0,F,5547896553.0,-2.595907105,29.72606205,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA,8.0/1958.0
104,PES_QQB029990143,THEONEST,nan,NIYONSABA,THEONEST  NIYONSABA,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,9.0,1922.0,95.0,THEONEST NIYONSABA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,9.0,M,5547896553.0,-2.595907105,29.72606205,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA,9.0/1922.0
104,PES_QRU111374423,ALPHA,nan,nan,ALPHA  ,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,4.0,nan,1.0,THEONEST NIYONSABA,6.0,NEVER MARRIED,13.0,M,5547896553.0,-2.595907105,29.72606205,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA,4.0/nan
