hid_cen,puid_cen,forename_cen,middlenm_cen,last_name_cen,names_cen,province_cen,district_cen,sector_cen,cellule_cen,village_cen,month_cen,year_cen,age_cen,HoH_cen,marstat_cen,marstatdesc_cen,relationship_cen,sex_cen,telephone_cen,lat_cen,long_cen,full_loc_cen,EAid_cen,DSid_cen,dob_cen
84,CEN_MB8582198679,NANA,nan,EMMANUEL,NANA  EMMANUEL,EAST,GATSIBO,GITOKI,MPONDWA,TSIMA,12.0,1938.0,86,NANA EMMANUEL,3.0,LIVE IN A POLYGAMOUS UNION,13.0,F,nan,-1.641553807,30.32068785,RWANDA GATSIBO GITOKI MPONDWA TSIMA,MPONDWATSIMA,GATSIBOGITOKI,12.0/1938.0
85,CEN_MFQ520947986,MUNYENTWALI,nan,UWERA,MUNYENTWALI  UWERA,WEST,RUTSIRO,MUSASA,GABIRO,RUGARAMBIRO,8.0,1972.0,50,AIMABLE HAKIZIMANA,7.0,WIDOWED,nan,M,6513939129.0,-1.926520922,29.38019211,RWANDA RUTSIRO MUSASA GABIRO RUGARAMBIRO,GABIRORUGARAMBIRO,RUTSIROMUSASA,8.0/1972.0
85,CEN_MH3205928921,JEAN,LOUIS,NDAYAMBAJE,JEAN LOUIS NDAYAMBAJE,WEST,RUTSIRO,MUSASA,GABIRO,RUGARAMBIRO,nan,1959.0,70,AIMABLE HAKIZIMANA,4.0,DIVORCED,1.0,M,6513939129.0,-1.926520922,29.38019211,RWANDA RUTSIRO MUSASA GABIRO RUGARAMBIRO,GABIRORUGARAMBIRO,RUTSIROMUSASA,nan/1959.0
85,CEN_MI0893335011,AIMABLE,nan,HAKIZIMANA,AIMABLE  HAKIZIMANA,WEST,RUTSIRO,MUSASA,GABIRO,RUGARAMBIRO,4.0,1932.0,90,AIMABLE HAKIZIMANA,7.0,WIDOWED,2.0,F,6513939129.0,-1.926520922,29.38019211,RWANDA RUTSIRO MUSASA GABIRO RUGARAMBIRO,GABIRORUGARAMBIRO,RUTSIROMUSASA,4.0/1932.0
86,CEN_MIB404275757,ELISHA,nan,NDAYIZEYE,ELISHA  NDAYIZEYE,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,nan,1980.0,42,JEAN DE ALEX,nan,nan,nan,nan,nan,-2.007161782,30.14296661,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE,nan/1980.0
86,CEN_MID389542082,ROD,nan,KABERA,ROD  KABERA,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,7.0,1943.0,79,JEAN DE ALEX,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,4.0,M,nan,-2.007161782,30.14296661,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE,7.0/1943.0
86,CEN_MIQ721925284,IYAKAREMYE,nan,MURENZI,IYAKAREMYE  MURENZI,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,1.0,1968.0,54,JEAN DE ALEX,4.0,DIVORCED,4.0,M,nan,-2.007161782,30.14296661,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE,1.0/1968.0
86,CEN_MIW791637036,JEAN,DE,ALEX,JEAN DE ALEX,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,1.0,1925.0,97,JEAN DE ALEX,7.0,WIDOWED,5.0,M,nan,-2.007161782,30.14296661,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE,1.0/1925.0
86,CEN_MJ6361146971,NADINE,nan,MANZI,NADINE  MANZI,KIGALI,KICUKIRO,KANOMBE,BUSANZA,NYARUGUGU,5.0,1985.0,37,JEAN DE ALEX,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,5.0,F,nan,-2.007161782,30.14296661,RWANDA KICUKIRO KANOMBE BUSANZA NYARUGUGU,BUSANZANYARUGUGU,KICUKIROKANOMBE,5.0/1985.0
87,CEN_MJD783795472,LEONARD,nan,nan,LEONARD  ,WEST,KARONGI,MURAMBI,MUHORORO,NYAKABUYE,2.0,1963.0,59,MAURICE KAMALI,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,6.0,M,9015539671.0,-2.151327347,29.52959892,RWANDA KARONGI MURAMBI MUHORORO NYAKABUYE,MUHORORONYAKABUYE,KARONGIMURAMBI,2.0/1963.0
87,CEN_MKF308342586,DOMINIQUE,nan,JACQUES,DOMINIQUE  JACQUES,WEST,KARONGI,MURAMBI,MUHORORO,NYAKABUYE,1.0,nan,10,MAURICE KAMALI,6.0,NEVER MARRIED,6.0,M,9015539671.0,-2.151327347,29.52959892,RWANDA KARONGI MURAMBI MUHORORO NYAKABUYE,MUHORORONYAKABUYE,KARONGIMURAMBI,1.0/nan
87,CEN_MLM119473003,MAURICE,nan,KAMALI,MAURICE  KAMALI,WEST,KARONGI,MURAMBI,MUHORORO,NYAKABUYE,2.0,1938.0,84,MAURICE KAMALI,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,3.0,M,9015539671.0,-2.151327347,29.52959892,RWANDA KARONGI MURAMBI MUHORORO NYAKABUYE,MUHORORONYAKABUYE,KARONGIMURAMBI,2.0/1938.0
87,CEN_MQR297660507,LIONEL,nan,NDIKUMANA,LIONEL  NDIKUMANA,WEST,KARONGI,MURAMBI,MUHORORO,NYAKABUYE,10.0,1959.0,64,MAURICE KAMALI,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,nan,M,9015539671.0,-2.151327347,29.52959892,RWANDA KARONGI MURAMBI MUHORORO NYAKABUYE,MUHORORONYAKABUYE,KARONGIMURAMBI,10.0/1959.0
88,CEN_MT1307294450,HEBRON,nan,nan,HEBRON  ,SOUTH,NYANZA,CYABAKAMYI,KADAHO,KABERE,9.0,1986.0,36,REGIS AMANI,7.0,WIDOWED,13.0,M,nan,-2.294363198,29.65059104,RWANDA NYANZA CYABAKAMYI KADAHO KABERE,KADAHOKABERE,NYANZACYABAKAMYI,9.0/1986.0
88,CEN_MVO006683483,NDATABAYE,ALEXIS,MURUNGI,NDATABAYE ALEXIS MURUNGI,SOUTH,NYANZA,CYABAKAMYI,KADAHO,KABERE,8.0,2002.0,22,REGIS AMANI,4.0,DIVORCED,4.0,M,nan,-2.294363198,29.65059104,RWANDA NYANZA CYABAKAMYI KADAHO KABERE,KADAHOKABERE,NYANZACYABAKAMYI,8.0/2002.0
88,CEN_MZA689090204,REGIS,nan,AMANI,REGIS  AMANI,SOUTH,NYANZA,CYABAKAMYI,KADAHO,KABERE,1.0,1962.0,60,REGIS AMANI,nan,nan,1.0,M,nan,-2.294363198,29.65059104,RWANDA NYANZA CYABAKAMYI KADAHO KABERE,KADAHOKABERE,NYANZACYABAKAMYI,1.0/1962.0
89,CEN_N1A340193511,IMMACULEE,nan,NTAKIRUTIMANA,IMMACULEE  NTAKIRUTIMANA,NORTH,BURERA,RUGENGABARI,NYANAMO,KABUYENGE,9.0,2010.0,12,NISAINTHE THEODORE SIBOMANA,nan,nan,1.0,F,3593934022.0,-1.454859385,29.88332561,RWANDA BURERA RUGENGABARI NYANAMO KABUYENGE,NYANAMOKABUYENGE,BURERARUGENGABARI,9.0/2010.0
89,CEN_N1C374064943,ANNUTE,nan,MBABAZI,ANNUTE  MBABAZI,NORTH,MUSANZE,CYUVE,BUKINANYANA,MWIDAGADURO,6.0,1972.0,50,NISAINTHE THEODORE SIBOMANA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8.0,F,3593934022.0,-1.49188858,29.66387514,RWANDA MUSANZE CYUVE BUKINANYANA MWIDAGADURO,BUKINANYANAMWIDAGADURO,MUSANZECYUVE,6.0/1972.0
89,CEN_N6M123045352,NISAINTHE,THEODORE,SIBOMANA,NISAINTHE THEODORE SIBOMANA,NORTH,MUSANZE,CYUVE,BUKINANYANA,MWIDAGADURO,1.0,1944.0,78,NISAINTHE THEODORE SIBOMANA,3.0,LIVE IN A POLYGAMOUS UNION,9.0,M,3593934022.0,-1.49188858,29.66387514,RWANDA MUSANZE CYUVE BUKINANYANA MWIDAGADURO,BUKINANYANAMWIDAGADURO,MUSANZECYUVE,1.0/1944.0
89,CEN_NAA350868031,EUGENE,nan,MUSABYIMANA,EUGENE  MUSABYIMANA,SOUTH,GISAGARA,GISHUBI,GABIRO,NYUNDO,7.0,2014.0,8,NISAINTHE THEODORE SIBOMANA,6.0,NEVER MARRIED,nan,M,5892109008.0,-2.58111956,29.85051633,RWANDA GISAGARA GISHUBI GABIRO NYUNDO,GABIRONYUNDO,GISAGARAGISHUBI,7.0/2014.0
90,CEN_NBQ986625305,nan,nan,ANGE,  ANGE,WEST,RUSIZI,GIHUNDWE,KAMATITA,KAMANYENGA,2.0,1993.0,93,ARMAND ANGE,4.0,DIVORCED,11.0,M,3142499563.0,-2.4481799890000002,28.90773296,RWANDA RUSIZI GIHUNDWE KAMATITA KAMANYENGA,KAMATITAKAMANYENGA,RUSIZIGIHUNDWE,2.0/1993.0
90,CEN_NBW566009370,ETIENNE,nan,SHEMA,ETIENNE  SHEMA,WEST,RUSIZI,GIHUNDWE,KAMATITA,KAMANYENGA,nan,2018.0,4,ARMAND ANGE,6.0,NEVER MARRIED,11.0,M,3142499563.0,-2.4481799890000002,28.90773296,RWANDA RUSIZI GIHUNDWE KAMATITA KAMANYENGA,KAMATITAKAMANYENGA,RUSIZIGIHUNDWE,nan/2018.0
90,CEN_ND2599463256,TUYISHIMIRE,nan,HABINEZA,TUYISHIMIRE  HABINEZA,WEST,RUSIZI,GIHUNDWE,KAMATITA,KAMANYENGA,12.0,nan,19,ARMAND ANGE,5.0,SEPARATED,nan,M,3142499563.0,-2.4481799890000002,28.90773296,RWANDA RUSIZI GIHUNDWE KAMATITA KAMANYENGA,KAMATITAKAMANYENGA,RUSIZIGIHUNDWE,12.0/nan
91,CEN_NEB928709065,RAISSA,nan,TWAHIRWA,RAISSA  TWAHIRWA,NORTH,MUSANZE,GACACA,KABIRIZI,RUNGU,1.0,1948.0,77,PROTAIS SIMBI,4.0,DIVORCED,13.0,F,4588441647.0,-1.497694843,29.67671126,RWANDA MUSANZE GACACA KABIRIZI RUNGU,KABIRIZIRUNGU,MUSANZEGACACA,1.0/1948.0
91,CEN_NEU596185690,PROTAIS,nan,SIMBI,PROTAIS  SIMBI,NORTH,MUSANZE,GACACA,KABIRIZI,RUNGU,11.0,1940.0,82,PROTAIS SIMBI,3.0,LIVE IN A POLYGAMOUS UNION,5.0,M,4588441647.0,-1.497694843,29.67671126,RWANDA MUSANZE GACACA KABIRIZI RUNGU,KABIRIZIRUNGU,MUSANZEGACACA,11.0/1940.0
91,CEN_NG9816166014,HAPPY,nan,MUHOZA,HAPPY  MUHOZA,NORTH,MUSANZE,GACACA,KABIRIZI,RUNGU,nan,2022.0,33,PROTAIS SIMBI,5.0,SEPARATED,8.0,M,4588441647.0,-1.497694843,29.67671126,RWANDA MUSANZE GACACA KABIRIZI RUNGU,KABIRIZIRUNGU,MUSANZEGACACA,nan/2022.0
91,CEN_NI0191737442,STRATON,nan,KAMANANM,STRATON  KAMANANM,NORTH,MUSANZE,GACACA,KABIRIZI,RUNGU,nan,2015.0,7,PROTAIS SIMBI,6.0,NEVER MARRIED,4.0,M,4588441647.0,-1.497694843,29.67671126,RWANDA MUSANZE GACACA KABIRIZI RUNGU,KABIRIZIRUNGU,MUSANZEGACACA,nan/2015.0
93,CEN_NX8305091414,GATETE,nan,NGARAMBE,GATETE  NGARAMBE,WEST,KARONGI,BWISHYURA,BURUNGA,NYABIKENKE,4.0,nan,68,ANICET MUSONI,3.0,LIVE IN A POLYGAMOUS UNION,1.0,M,nan,-2.0853811419999997,29.35565982,RWANDA KARONGI BWISHYURA BURUNGA NYABIKENKE,BURUNGANYABIKENKE,KARONGIBWISHYURA,4.0/nan
93,CEN_NXN426802652,ANICET,nan,MUSONI,ANICET  MUSONI,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,nan,1926.0,96,ANICET MUSONI,nan,nan,nan,M,nan,-1.4978008880000002,29.58832861,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,nan/1926.0
93,CEN_O4B837302508,VICTOR,nan,nan,VICTOR  ,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,2.0,1982.0,42,ANICET MUSONI,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,9.0,M,nan,-1.4978008880000002,29.58832861,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,2.0/1982.0
93,CEN_OAE482894066,PANETTA,nan,MURENZI,PANETTA  MURENZI,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,2.0,2008.0,14,ANICET MUSONI,6.0,NEVER MARRIED,9.0,M,nan,-1.4978008880000002,29.58832861,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,2.0/2008.0
94,CEN_ODA361845172,MUGABO,nan,NKURUNZIZA,MUGABO  NKURUNZIZA,WEST,KARONGI,RUBENGERA,BUBAZI,NYAGAHINGA,4.0,nan,57,THEONESTE DIEU MUHUMUZA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,12.0,M,6260476101.0,-2.0723015080000002,29.43024263,RWANDA KARONGI RUBENGERA BUBAZI NYAGAHINGA,BUBAZINYAGAHINGA,KARONGIRUBENGERA,4.0/nan
94,CEN_OFE002637174,THEONESTE,DIEU,MUHUMUZA,THEONESTE DIEU MUHUMUZA,WEST,KARONGI,RUBENGERA,BUBAZI,NYAGAHINGA,10.0,1936.0,78,THEONESTE DIEU MUHUMUZA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,9.0,M,6260476101.0,-2.0723015080000002,29.43024263,RWANDA KARONGI RUBENGERA BUBAZI NYAGAHINGA,BUBAZINYAGAHINGA,KARONGIRUBENGERA,10.0/1936.0
94,CEN_OGQ816772415,NIYOBA,nan,MUNANA,NIYOBA  MUNANA,WEST,KARONGI,RUBENGERA,BUBAZI,NYAGAHINGA,6.0,1967.0,55,THEONESTE DIEU MUHUMUZA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,2.0,M,6260476101.0,-2.0723015080000002,29.43024263,RWANDA KARONGI RUBENGERA BUBAZI NYAGAHINGA,BUBAZINYAGAHINGA,KARONGIRUBENGERA,6.0/1967.0
94,CEN_OHK866073427,NDEKEZI,nan,NTAKIRUTIMANA,NDEKEZI  NTAKIRUTIMANA,WEST,KARONGI,RUBENGERA,BUBAZI,NYAGAHINGA,8.0,nan,69,THEONESTE DIEU MUHUMUZA,3.0,LIVE IN A POLYGAMOUS UNION,12.0,F,6260476101.0,-2.0723015080000002,29.43024263,RWANDA KARONGI RUBENGERA BUBAZI NYAGAHINGA,BUBAZINYAGAHINGA,KARONGIRUBENGERA,8.0/nan
95,CEN_OJO925975990,DIEUDONNE,nan,FIDELE,DIEUDONNE  FIDELE,KIGALI,KICUKIRO,KIGARAMA,RWAMPARA,AMAJYAMBERE,nan,1944.0,78,CASTEUR MUHOZA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,3.0,M,nan,-1.959770741,30.06728094,RWANDA KICUKIRO KIGARAMA RWAMPARA AMAJYAMBERE,RWAMPARAAMAJYAMBERE,KICUKIROKIGARAMA,nan/1944.0
95,CEN_OL9055707723,JEAN,nan,KUBWIMANA,JEAN  KUBWIMANA,KIGALI,KICUKIRO,KIGARAMA,RWAMPARA,AMAJYAMBERE,7.0,1961.0,61,CASTEUR MUHOZA,5.0,SEPARATED,13.0,F,nan,-1.959770741,30.06728094,RWANDA KICUKIRO KIGARAMA RWAMPARA AMAJYAMBERE,RWAMPARAAMAJYAMBERE,KICUKIROKIGARAMA,7.0/1961.0
95,CEN_OMI882782875,CASTEUR,nan,MUHOZA,CASTEUR  MUHOZA,KIGALI,KICUKIRO,KIGARAMA,RWAMPARA,AMAJYAMBERE,4.0,1937.0,85,CASTEUR MUHOZA,4.0,DIVORCED,5.0,M,nan,-1.959770741,30.06728094,RWANDA KICUKIRO KIGARAMA RWAMPARA AMAJYAMBERE,RWAMPARAAMAJYAMBERE,KICUKIROKIGARAMA,4.0/1937.0
96,CEN_OUR362817745,THEOPHILE,nan,RWIGEMA,THEOPHILE  RWIGEMA,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,nan,1927.0,95,THEOPHILE RWIGEMA,3.0,LIVE IN A POLYGAMOUS UNION,5.0,M,7935394791.0,-1.4978008880000002,29.58832861,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,nan/1927.0
96,CEN_OYF379278649,OCTAVE,nan,AUGUST,OCTAVE  AUGUST,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,1.0,nan,27,THEOPHILE RWIGEMA,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1.0,M,7935394791.0,-1.4978008880000002,29.58832861,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,1.0/nan
96,CEN_OZO595105209,EGIDE,nan,AUGUSTIN,EGIDE  AUGUSTIN,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,nan,1959.0,66,THEOPHILE RWIGEMA,4.0,DIVORCED,6.0,M,7935394791.0,-1.4978008880000002,29.58832861,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI,nan/1959.0
98,CEN_P5L292039684,RUHUMURIZA,nan,TWAHIRWA,RUHUMURIZA  TWAHIRWA,SOUTH,NYARUGURU,NGERA,NYAMIRAMA,NYAMIRAMA,3.0,1953.0,69,RUHUMURIZA TWAHIRWA,nan,nan,10.0,M,2344031896.0,-2.270923366,30.007350800000005,RWANDA NYARUGURU NGERA NYAMIRAMA NYAMIRAMA,NYAMIRAMANYAMIRAMA,NYARUGURUNGERA,3.0/1953.0
98,CEN_P92395635705,YVES,nan,UMUBYEYI,YVES  UMUBYEYI,SOUTH,NYARUGURU,NGERA,NYAMIRAMA,NYAMIRAMA,3.0,2001.0,21,RUHUMURIZA TWAHIRWA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8.0,M,2344031896.0,-2.270923366,30.007350800000005,RWANDA NYARUGURU NGERA NYAMIRAMA NYAMIRAMA,NYAMIRAMANYAMIRAMA,NYARUGURUNGERA,3.0/2001.0
98,CEN_PAI865878097,MITAAKO,nan,KAREGA,MITAAKO  KAREGA,SOUTH,NYARUGURU,NGERA,NYAMIRAMA,NYAMIRAMA,8.0,1955.0,67,RUHUMURIZA TWAHIRWA,3.0,LIVE IN A POLYGAMOUS UNION,nan,F,2344031896.0,-2.270923366,30.007350800000005,RWANDA NYARUGURU NGERA NYAMIRAMA NYAMIRAMA,NYAMIRAMANYAMIRAMA,NYARUGURUNGERA,8.0/1955.0
98,CEN_PFO608670572,PAULINE,nan,RURANGWA,PAULINE  RURANGWA,SOUTH,NYARUGURU,NGERA,NYAMIRAMA,NYAMIRAMA,11.0,1977.0,48,RUHUMURIZA TWAHIRWA,3.0,LIVE IN A POLYGAMOUS UNION,6.0,F,2344031896.0,-2.270923366,30.007350800000005,RWANDA NYARUGURU NGERA NYAMIRAMA NYAMIRAMA,NYAMIRAMANYAMIRAMA,NYARUGURUNGERA,11.0/1977.0
99,CEN_PG4857214284,AUDREY,nan,ISHIMWE,AUDREY  ISHIMWE,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,nan,1973.0,40,HAKIZIMANA UWAMAHORO,4.0,DIVORCED,10.0,F,nan,-1.933355387,30.01656517,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,nan/1973.0
99,CEN_PI7765137057,SANA,nan,nan,SANA  ,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,7.0,nan,36,HAKIZIMANA UWAMAHORO,4.0,DIVORCED,10.0,M,nan,-1.933355387,30.01656517,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,7.0/nan
99,CEN_PJB553988954,HAKIZIMANA,nan,UWAMAHORO,HAKIZIMANA  UWAMAHORO,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,7.0,nan,71,HAKIZIMANA UWAMAHORO,3.0,LIVE IN A POLYGAMOUS UNION,9.0,M,nan,-1.933355387,30.01656517,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA,7.0/nan
100,CEN_PJZ196198818,AZIUM,nan,nan,AZIUM  ,KIGALI,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,11.0,1998.0,24,SHYAKA FRED MUTESI,5.0,SEPARATED,5.0,M,nan,-2.028041408,30.21562084,RWANDA KICUKIRO MASAKA AYABARAYA NYAMYIJIMA,AYABARAYANYAMYIJIMA,KICUKIROMASAKA,11.0/1998.0
100,CEN_POA696742008,SHAKA,FRED,MUTSI,SHAKA FRED MUTSI,KIGALI,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,3.0,1935.0,87,SHYAKA FRED MUTESI,3.0,LIVE IN A POLYGAMOUS UNION,3.0,M,nan,-2.028041408,30.21562084,RWANDA KICUKIRO MASAKA AYABARAYA NYAMYIJIMA,AYABARAYANYAMYIJIMA,KICUKIROMASAKA,3.0/1935.0
100,CEN_PPD546377743,KWIZERA,nan,UWASE,KWIZERA  UWASE,KIGALI,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,1.0,1979.0,43,SHYAKA FRED MUTESI,4.0,DIVORCED,nan,M,nan,-2.028041408,30.21562084,RWANDA KICUKIRO MASAKA AYABARAYA NYAMYIJIMA,AYABARAYANYAMYIJIMA,KICUKIROMASAKA,1.0/1979.0
100,CEN_PSL294205071,NZIZA,nan,PHOCAS,NZIZA  PHOCAS,KIGALI,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,nan,1991.0,31,SHYAKA FRED MUTESI,2.0,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,7.0,M,nan,-2.028041408,30.21562084,RWANDA KICUKIRO MASAKA AYABARAYA NYAMYIJIMA,AYABARAYANYAMYIJIMA,KICUKIROMASAKA,nan/1991.0
101,CEN_PTO172058966,KAMANZI,MORGAN,MUNEZERO,KAMANZI MORGAN MUNEZERO,KIGALI,GASABO,JABANA,NGIRYI,UWANYANGE,7.0,1935.0,87,RWAKAGEYO GATETE,7.0,WIDOWED,nan,M,nan,-1.85054153,30.08856969,RWANDA GASABO JABANA NGIRYI UWANYANGE,NGIRYIUWANYANGE,GASABOJABANA,7.0/1935.0
101,CEN_PTQ259347601,RWAKAG,nan,GATETE,RWAKAG  GATETE,KIGALI,GASABO,JABANA,NGIRYI,UWANYANGE,nan,1925.0,99,RWAKAGEYO GATETE,6.0,NEVER MARRIED,5.0,M,nan,-1.85054153,30.08856969,RWANDA GASABO JABANA NGIRYI UWANYANGE,NGIRYIUWANYANGE,GASABOJABANA,nan/1925.0
101,CEN_PY6907310149,HASSAN,nan,nan,HASSAN  ,KIGALI,GASABO,JABANA,NGIRYI,UWANYANGE,10.0,nan,87,RWAKAGEYO GATETE,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,13.0,M,nan,-1.85054153,30.08856969,RWANDA GASABO JABANA NGIRYI UWANYANGE,NGIRYIUWANYANGE,GASABOJABANA,10.0/nan
101,CEN_PYI578113137,JEAN,BERTRAND,ALEXIS,JEAN BERTRAND ALEXIS,KIGALI,GASABO,JABANA,NGIRYI,UWANYANGE,nan,nan,62,RWAKAGEYO GATETE,5.0,SEPARATED,11.0,M,nan,-1.85054153,30.08856969,RWANDA GASABO JABANA NGIRYI UWANYANGE,NGIRYIUWANYANGE,GASABOJABANA,nan/nan
102,CEN_Q0U436604047,NIYERA,nan,GATSINZI,NIYERA  GATSINZI,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,nan,1950.0,75,PATIENCE HITIMANA,5.0,SEPARATED,10.0,M,2013817813.0,-2.189879221,29.90352184,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,nan/1950.0
102,CEN_Q4V491559268,GERVAIS,nan,MUHIRE,GERVAIS  MUHIRE,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,1.0,1936.0,86,PATIENCE HITIMANA,7.0,WIDOWED,12.0,M,2013817813.0,-2.189879221,29.90352184,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,1.0/1936.0
102,CEN_Q8H866728564,PATIENCE,nan,HITIMANA,PATIENCE  HITIMANA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,nan,1963.0,89,PATIENCE HITIMANA,6.0,NEVER MARRIED,7.0,M,2013817813.0,-2.189879221,29.90352184,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,nan/1963.0
102,CEN_QCZ690027008,NGABONZIZA,nan,MAHORO,NGABONZIZA  MAHORO,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,nan,1986.0,36,PATIENCE HITIMANA,7.0,WIDOWED,3.0,M,2013817813.0,-2.189879221,29.90352184,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI,nan/1986.0
103,CEN_QGB914972044,DANIEL,nan,NSENGIYUMVA,DANIEL  NSENGIYUMVA,KIGALI,GASABO,KACYIRU,KAMATAMU,RWINZOVU,7.0,1954.0,68,DANIEL NSENGIYUMVA,6.0,NEVER MARRIED,7.0,M,nan,-1.915431012,30.06971633,RWANDA GASABO KACYIRU KAMATAMU RWINZOVU,KAMATAMURWINZOVU,GASABOKACYIRU,7.0/1954.0
103,CEN_QGU272139962,SHYAKA,nan,MESIGYE,SHYAKA  MESIGYE,KIGALI,GASABO,KACYIRU,KAMATAMU,RWINZOVU,7.0,1970.0,15,DANIEL NSENGIYUMVA,6.0,NEVER MARRIED,13.0,M,nan,-1.915431012,30.06971633,RWANDA GASABO KACYIRU KAMATAMU RWINZOVU,KAMATAMURWINZOVU,GASABOKACYIRU,7.0/1970.0
103,CEN_QHP822356742,DIDIER,nan,MUZUNGU,DIDIER  MUZUNGU,KIGALI,GASABO,KACYIRU,KAMATAMU,RWINZOVU,10.0,1986.0,44,DANIEL NSENGIYUMVA,1.0,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,13.0,M,nan,-1.915431012,30.06971633,RWANDA GASABO KACYIRU KAMATAMU RWINZOVU,KAMATAMURWINZOVU,GASABOKACYIRU,10.0/1986.0
103,CEN_QLD852189557,HABIMANA,nan,MUGISHA,HABIMANA  MUGISHA,KIGALI,GASABO,KACYIRU,KAMATAMU,RWINZOVU,10.0,nan,,DANIEL NSENGIYUMVA,6.0,NEVER MARRIED,7.0,M,nan,-1.915431012,30.06971633,RWANDA GASABO KACYIRU KAMATAMU RWINZOVU,KAMATAMURWINZOVU,GASABOKACYIRU,10.0/nan
