hid,puid,forename,middlenm,last_name,names,province,district,sector,cellule,village,month,year,age,HoH,marstat,marstatdesc,relationship,sex,telephone,lat,long,full_loc,Eaid,Dsid
94,OHK866073427,NDEKEZI,,NTAKIRUTIMANA,NDEKEZI  NTAKIRUTIMANA,WEST,KARONGI,RUBENGERA,BUBAZI,NYAGAHINGA,8,1953,69,THEONESTE DIEU MUHUMUZA,3,LIVE IN A POLYGAMOUS UNION,12,M,6261476101,-2.072301508,29.43024263,RWANDA KARONGI RUBENGERA BUBAZI NYAGAHINGA,BUBAZINYAGAHINGA,KARONGIRUBENGERA
96,OUR362817745,THEOPHILE,,RWIGEMA,THEOPHILE  RWIGEMA,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,,,95,THEOPHILE RWIGEMA,3,LIVE IN A POLYGAMOUS UNION,5,M,7935394791,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI
96,OYF379278649,OCTAVE,,AUGUSTIN,OCTAVE  AUGUSTIN,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,9,1995,27,THEOPHILE RWIGEMA,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1,M,7935394791,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI
96,OZO595105209,EGIDE,,AUGUSTIN,EGIDE  AUGUSTIN,NORTH,MUSANZE,KIMONYI,BIRIRA,KADAHENDA,1,1959,63,THEOPHILE RWIGEMA,,,,M,7935394791,-1.497511309,29.59098936,RWANDA MUSANZE KIMONYI BIRIRA KADAHENDA,BIRIRAKADAHENDA,MUSANZEKIMONYI
97,OZY517452369,HAFASHIMU,,NTAKIRUTIMANA,HAFASHIMU  NTAKIRUTIMANA,EAST,NYAGATARE,KIYOMBE,GATABA,CYEMIYAGA,7,,86,HAFASHIM NTAKIRUTIMANA,7,WIDOWED,13,M,,-1.404324139,30.07609518,RWANDA NYAGATARE KIYOMBE GATABA CYEMIYAGA,GATABACYEMIYAGA,NYAGATAREKIYOMBE
97,P3O168889970,ANSELM,,RUZINDANA,ANSELM  RUZINDANA,EAST,NYAGATARE,KIYOMBE,GATABA,CYEMIYAGA,9,1995,27,HAFASHIM NTAKIRUTIMANA,7,WIDOWED,5,M,,-1.404324139,30.07609518,RWANDA NYAGATARE KIYOMBE GATABA CYEMIYAGA,GATABACYEMIYAGA,NYAGATAREKIYOMBE
97,P3U736501566,PACIFIC,BILLY,CHRISTIAN,PACIFIC BILLY CHRISTIAN,EAST,NYAGATARE,KIYOMBE,GATABA,CYEMIYAGA,12,2016,6,HAFASHIM NTAKIRUTIMANA,6,NEVER MARRIED,3,M,,-1.404324139,30.07609518,RWANDA NYAGATARE KIYOMBE GATABA CYEMIYAGA,GATABACYEMIYAGA,NYAGATAREKIYOMBE
97,P4B061660396,MICHAEL,RAVI,TWAGIRAYEZU,MICHAEL RAVI TWAGIRAYEZU,EAST,NYAGATARE,KIYOMBE,GATABA,CYEMIYAGA,12,1977,48,HAFASHIM NTAKIRUTIMANA,3,LIVE IN A POLYGAMOUS UNION,2,M,,-1.404324139,30.07609518,RWANDA NYAGATARE KIYOMBE GATABA CYEMIYAGA,GATABACYEMIYAGA,NYAGATAREKIYOMBE
98,P5L292039684,RUHUMURIZA,,TWAHIRWA,RUHUMURIZA  TWAHIRWA,SOUTH,NYARUGURU,NGERA,NYAMIRAMA,NYAMIRAMA,3,,70,RUHUMURIZA TWAHIRWA,5,SEPARATED,10,M,2344031896,-2.270923366,30.0073508,RWANDA NYARUGURU NGERA NYAMIRAMA NYAMIRAMA,NYAMIRAMANYAMIRAMA,NYARUGURUNGERA
98,P92395635705,YVES,,UMI,YVES  UMI,SOUTH,NYARUGURU,NGERA,NYAMIRAMA,NYAMIRAMA,3,2001,21,RUHUMURIZA TWAHIRWA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8,M,2344031896,-2.270923366,30.0073508,RWANDA NYARUGURU NGERA NYAMIRAMA NYAMIRAMA,NYAMIRAMANYAMIRAMA,NYARUGURUNGERA
98,PAI865878097,MITAAKO,,KAREGA,MITAAKO  KAREGA,SOUTH,NYARUGURU,NGERA,NYAMIRAMA,NYAMIRAMA,8,1999,67,RUHUMURIZA TWAHIRWA,3,LIVE IN A POLYGAMOUS UNION,8,F,2344031896,-2.270923366,30.0073508,RWANDA NYARUGURU NGERA NYAMIRAMA NYAMIRAMA,NYAMIRAMANYAMIRAMA,NYARUGURUNGERA
98,PFO608670572,PAULINE,,,PAULINE  ,SOUTH,NYARUGURU,NGERA,NYAMIRAMA,NYAMIRAMA,11,1977,46,RUHUMURIZA TWAHIRWA,3,LIVE IN A POLYGAMOUS UNION,6,F,2344031896,-2.270923366,30.0073508,RWANDA NYARUGURU NGERA NYAMIRAMA NYAMIRAMA,NYAMIRAMANYAMIRAMA,NYARUGURUNGERA
99,PG4857214284,AUDREY,,ISHIMWE,AUDREY  ISHIMWE,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,,1982,40,HAKIZIMANA UWAMAHORO,4,DIVORCED,10,F,7722065005,-1.934374046,30.01875386,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA
99,PI7765137057,SANA,,MANZI,SANA  MANZI,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,7,1968,36,HAKIZIMANA UWAMAHORO,4,DIVORCED,10,,7722065005,-1.934374046,30.01875386,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA
99,PJB553988954,HAKIZIMANA,,UWAMAHORO,HAKIZIMANA  UWAMAHORO,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,7,1951,71,HAKIZIMANA UWAMAHORO,3,LIVE IN A POLYGAMOUS UNION,9,M,7722065005,-1.934374046,30.01875386,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA
100,PJZ196198818,AZIUM,,MUHIRWA,AZIUM  MUHIRWA,KIGALI,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,,1999,24,SHYAKA FRED MUTESI,5,SEPARATED,5,F,9315382799,-2.028041408,30.21562084,RWANDA KICUKIRO MASAKA AYABARAYA NYAMYIJIMA,AYABARAYANYAMYIJIMA,KICUKIROMASAKA
100,POA696742008,SHYAKA,FRED,MUTESI,SHYAKA FRED MUTESI,KIGALI,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,5,1935,89,SHYAKA FRED MUTESI,3,LIVE IN A POLYGAMOUS UNION,3,M,9315382799,-2.028041408,30.21562084,RWANDA KICUKIRO MASAKA AYABARAYA NYAMYIJIMA,AYABARAYANYAMYIJIMA,KICUKIROMASAKA
100,PPD546377743,KWIZERA,,UWASE,KWIZERA  UWASE,KIGALI,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,,,43,SHYAKA FRED MUTESI,4,DIVORCED,5,M,9315382799,-2.028041408,30.21562084,RWANDA KICUKIRO MASAKA AYABARAYA NYAMYIJIMA,AYABARAYANYAMYIJIMA,KICUKIROMASAKA
100,PSL294205071,NZIZ,,PHOCAS,NZIZ  PHOCAS,KIGALI,KICUKIRO,MASAKA,AYABARAYA,NYAMYIJIMA,11,1991,31,SHYAKA FRED MUTESI,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,,M,9315382799,-2.028041408,30.21562084,RWANDA KICUKIRO MASAKA AYABARAYA NYAMYIJIMA,AYABARAYANYAMYIJIMA,KICUKIROMASAKA
101,PTO172058966,,MORGAN,MUNEZERO, MORGAN MUNEZERO,KIGALI,GASABO,JABANA,NGIRYI,UWANYANGE,7,1935,87,RWAKAGEYO GATETE,7,WIDOWED,7,M,9877606104,-1.850455085,30.08860428,RWANDA GASABO JABANA NGIRYI UWANYANGE,NGIRYIUWANYANGE,GASABOJABANA
101,PTQ259347601,RWAKAGEYO,,GATETE,RWAKAGEYO  GATETE,KIGALI,GASABO,JABANA,NGIRYI,UWANYANGE,4,1925,97,RWAKAGEYO GATETE,,,5,M,9877606104,-1.850455085,30.08860428,RWANDA GASABO JABANA NGIRYI UWANYANGE,NGIRYIUWANYANGE,GASABOJABANA
101,PY6907310149,HASSAN,,MUGIRANEZA,HASSAN  MUGIRANEZA,KIGALI,GASABO,JABANA,NGIRYI,UWANYANGE,6,,87,RWAKAGEYO GATETE,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,13,M,9877606104,-1.850455085,30.08860428,RWANDA GASABO JABANA NGIRYI UWANYANGE,NGIRYIUWANYANGE,GASABOJABANA
101,PYI578113137,JEAN,BERTRAND,ALEXIS,JEAN BERTRAND ALEXIS,KIGALI,GASABO,JABANA,NGIRYI,UWANYANGE,8,1960,62,RWAKAGEYO GATETE,5,SEPARATED,11,M,9877606104,-1.850455085,30.08860428,RWANDA GASABO JABANA NGIRYI UWANYANGE,NGIRYIUWANYANGE,GASABOJABANA
102,Q0U436604047,NIYERA,,GATSINZI,NIYERA  GATSINZI,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,2,1947,78,PATIENCE HITIMANA,5,SEPARATED,10,M,2013817013,-2.189879221,29.90352184,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
102,Q4V491559268,GERVAI,,MUHIRE,GERVAI  MUHIRE,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,1,1936,89,PATIENCE HITIMANA,7,WIDOWED,12,M,2013817013,-2.189879221,29.90352184,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
102,Q8H866728564,PATIENCE,,HITIMANA,PATIENCE  HITIMANA,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,,1934,88,PATIENCE HITIMANA,6,NEVER MARRIED,7,M,2013817013,-2.189879221,29.90352184,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
102,QCZ690027008,NGABONZIZA,,MAHORO,NGABONZIZA  MAHORO,SOUTH,RUHANGO,KINAZI,BURIMA,MIRAMBI,,1954,36,PATIENCE HITIMANA,7,WIDOWED,3,M,2013817013,-2.189879221,29.90352184,RWANDA RUHANGO KINAZI BURIMA MIRAMBI,BURIMAMIRAMBI,RUHANGOKINAZI
103,QGB914972044,DANIEL,,NSENGIYUMVA,DANIEL  NSENGIYUMVA,KIGALI,GASABO,KACYIRU,KAMATAMU,RWINZOVU,,1954,68,DANIEL NSENGIYUMVA,,,7,M,,-1.915431012,30.06971633,RWANDA GASABO KACYIRU KAMATAMU RWINZOVU,KAMATAMURWINZOVU,GASABOKACYIRU
103,QGU272139962,SHYAKA,,MWESIGYE,SHYAKA  MWESIGYE,KIGALI,GASABO,KACYIRU,KAMATAMU,RWINZOVU,1,2007,15,DANIEL NSENGIYUMVA,6,NEVER MARRIED,13,M,,-1.915431012,30.06971633,RWANDA GASABO KACYIRU KAMATAMU RWINZOVU,KAMATAMURWINZOVU,GASABOKACYIRU
103,QHP822356742,DIDIER,,,DIDIER  ,KIGALI,GASABO,KACYIRU,KAMATAMU,RWINZOVU,10,1978,44,DANIEL NSENGIYUMVA,,,13,F,,-1.915431012,30.06971633,RWANDA GASABO KACYIRU KAMATAMU RWINZOVU,KAMATAMURWINZOVU,GASABOKACYIRU
103,QLD852189557,HABIMANA,,MUGISHA,HABIMANA  MUGISHA,KIGALI,GASABO,KACYIRU,KAMATAMU,RWINZOVU,4,,61,DANIEL NSENGIYUMVA,6,NEVER MARRIED,7,M,,-1.915431012,30.06971633,RWANDA GASABO KACYIRU KAMATAMU RWINZOVU,KAMATAMURWINZOVU,GASABOKACYIRU
104,QLY217262393,CEDRIC,,KWIZERA,CEDRIC  KWIZERA,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,,1930,95,THEONEST NIYONSABA,3,LIVE IN A POLYGAMOUS UNION,11,M,5547896553,-2.595907105,29.72606205,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA
104,QME649042179,ANNE,,NDAYAMBAJE,ANNE  NDAYAMBAJE,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,,1953,70,THEONEST NIYONSABA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,13,F,5547896553,-2.595907105,29.72606205,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA
104,QP0317195338,HAPPY,NTWARI,NIZEYIMANA,HAPPY NTWARI NIZEYIMANA,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,8,1958,32,THEONEST NIYONSABA,7,WIDOWED,5,F,5547896553,-2.595907105,29.72606205,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA
104,QQB029990143,THEONEST,,NIYONSABA,THEONEST  NIYONSABA,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,9,1922,95,THEONEST NIYONSABA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,9,M,5547896553,-2.595907105,29.72606205,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA
104,QRU111374423,ALPHA,,,ALPHA  ,SOUTH,HUYE,KARAMA,KIBINGO,NKOTO,4,,1,THEONEST NIYONSABA,6,NEVER MARRIED,13,M,5547896553,-2.595907105,29.72606205,RWANDA HUYE KARAMA KIBINGO NKOTO,KIBINGONKOTO,HUYEKARAMA
105,QTW200819721,JEROME,,GERVAIS,JEROME  GERVAIS,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,4,1984,38,RUKAKA JONAS ALICE,5,SEPARATED,4,M,8988998267,-2.052755305,29.60015299,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE
105,R4X025652010,RUKAKA,JOS,ALICE,RUKAKA JOS ALICE,WEST,NGORORERO,NYANGE,GASEKE,DUTWE,12,1959,63,RUKAKA JONAS ALICE,7,WIDOWED,7,M,8988998267,-2.053452232,29.59865096,RWANDA NGORORERO NYANGE GASEKE DUTWE,GASEKEDUTWE,NGORORERONYANGE
107,R8Z894089261,,,KARGAD,  KARGAD,EAST,KIREHE,KIGINA,RUGARAMA,RWAKANYAMBO,,1981,41,GISELLE DIEUDONNE,3,LIVE IN A POLYGAMOUS UNION,12,F,3608560651,-2.090771888,30.80081925,RWANDA KIREHE KIGINA RUGARAMA RWAKANYAMBO,RUGARAMARWAKANYAMBO,KIREHEKIGINA
107,R9U211364895,CHRISTIAN,,JEANNE,CHRISTIAN  JEANNE,EAST,KIREHE,KIGINA,RUGARAMA,RWAKANYAMBO,12,2013,9,GISELLE DIEUDONNE,6,NEVER MARRIED,9,M,3608560651,-2.090771888,30.80081925,RWANDA KIREHE KIGINA RUGARAMA RWAKANYAMBO,RUGARAMARWAKANYAMBO,KIREHEKIGINA
107,RA0413357410,GISELLE,,DIEUDONNE,GISELLE  DIEUDONNE,EAST,KIREHE,KIGINA,RUGARAMA,RWAKANYAMBO,10,1952,72,GISELLE DIEUDONNE,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,6,F,3608560651,-2.090771888,30.80081925,RWANDA KIREHE KIGINA RUGARAMA RWAKANYAMBO,RUGARAMARWAKANYAMBO,KIREHEKIGINA
108,RA9972698494,FILONNE,,CELESTIN,FILONNE  CELESTIN,EAST,BUGESERA,MAREBA,RANGO,MATINZA,10,,46,AMZA DONAT,,,6,F,1417713511,-2.123696236,30.14824845,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA
108,RC6288027780,BALTHAZAR,,SABITI,BALTHAZAR  SABITI,EAST,BUGESERA,MAREBA,RANGO,MATINZA,7,,57,AMZA DONAT,3,LIVE IN A POLYGAMOUS UNION,9,M,1417713511,-2.123696236,30.14824845,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA
108,RC6288027780,BALTHAZAR,,SABITI,BALTHAZAR  SABITI,EAST,NYAGATARE,KARAMA,KABUGA,KABEZA,,1965,57,AMZA DONAT,3,LIVE IN A POLYGAMOUS UNION,9,M,1417713511,-1.967394397,30.11790815,RWANDA NYAGATARE KARAMA KABUGA KABEZA,KABUGAKABEZA,NYAGATAREKARAMA
108,RCH092616282,NENE,,MUGENI,NENE  MUGENI,EAST,BUGESERA,MAREBA,RANGO,MATINZA,,2010,73,AMZA DONAT,6,NEVER MARRIED,12,M,1417713511,-2.123696236,30.14824845,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA
108,RF4384861115,AMZA,,DONAT,AMZA  DONAT,EAST,BUGESERA,MAREBA,RANGO,MATINZA,4,1929,93,AMZA DONAT,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,2,M,1417713511,-2.123696236,30.14824845,RWANDA BUGESERA MAREBA RANGO MATINZA,RANGOMATINZA,BUGESERAMAREBA
109,RG9658314052,AMON,,JADO,AMON  JADO,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,,1983,39,PAUL BYIRINGIRO,6,NEVER MARRIED,11,M,9425637256,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE
109,RGJ840811576,ALINE,,NIYIBIZI,ALINE  NIYIBIZI,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,9,1924,45,PAUL BYIRINGIRO,3,LIVE IN A POLYGAMOUS UNION,6,F,9425637256,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE
109,RJZ849988118,ERNEST,,JEROME,ERNEST  JEROME,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,5,2009,14,PAUL BYIRINGIRO,6,NEVER MARRIED,3,M,9425637256,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE
109,RMD520503742,PAUL,,BYIRINGIRO,PAUL  BYIRINGIRO,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,9,1969,56,PAUL BYIRINGIRO,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,6,M,9425637256,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE
109,RND913949932,KELVIN,,NGABONZIZA,KELVIN  NGABONZIZA,WEST,RUSIZI,KAMEMBE,CYANGUGU,GATOVU,7,2005,20,PAUL BYIRINGIRO,6,NEVER MARRIED,1,M,9425637256,-2.873027392,29.75615698,RWANDA RUSIZI KAMEMBE CYANGUGU GATOVU,CYANGUGUGATOVU,RUSIZIKAMEMBE
110,RPJ138013138,MARTHA,,LISA,MARTHA  LISA,EAST,NGOMA,KAREMBO,AKAZIBA,NYAGASOZI,6,1975,47,MARTHA UMULISA,3,LIVE IN A POLYGAMOUS UNION,5,F,,-1.829599052,30.14581893,RWANDA NGOMA KAREMBO AKAZIBA NYAGASOZI,AKAZIBANYAGASOZI,NGOMAKAREMBO
110,RQV384562745,JACKY,,KAYIRANGA,JACKY  KAYIRANGA,EAST,NGOMA,KAREMBO,AKAZIBA,NYAGASOZI,8,1982,34,MARTHA UMULISA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,8,F,,-1.829599052,30.14581893,RWANDA NGOMA KAREMBO AKAZIBA NYAGASOZI,AKAZIBANYAGASOZI,NGOMAKAREMBO
111,RVD205716171,ISIDORE,,TUMUSIIME,ISIDORE  TUMUSIIME,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,,1922,100,ISIDORE TUMUSIIME,3,LIVE IN A POLYGAMOUS UNION,7,M,3258379988,-1.725193553,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE
111,RXS414564601,GASORE,,HAKIZIMANA,GASORE  HAKIZIMANA,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,,1979,43,ISIDORE TUMUSIIME,,,12,M,3258379988,-1.725193553,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE
111,RZ7476270582,NDEKEZI,,DUSABE,NDEKEZI  DUSABE,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,3,,24,ISIDORE TUMUSIIME,3,LIVE IN A POLYGAMOUS UNION,11,M,3258379988,-1.725193553,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE
111,RZU020531600,JEANNETTE,MUTEGARABA,MUGABO,JEANNETTE MUTEGARABA MUGABO,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,6,1953,69,ISIDORE TUMUSIIME,7,WIDOWED,3,F,3258379988,-1.725193553,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE
111,S1H788498835,FABRICE,,NZEYIMANA,FABRICE  NZEYIMANA,NORTH,GICUMBI,RUTARE,MUNANIRA,MATABA,9,,26,ISIDORE TUMUSIIME,7,WIDOWED,12,M,3258379988,-1.725193553,30.17073149,RWANDA GICUMBI RUTARE MUNANIRA MATABA,MUNANIRAMATABA,GICUMBIRUTARE
112,S51534359000,DIVINE,,NSENGIMANA,DIVINE  NSENGIMANA,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,12,2008,14,CARENE INGABIRE,6,NEVER MARRIED,,F,1138138606,-1.942576815,30.13638262,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA
112,S5C306560715,AMIR,,KALISA,AMIR  KALISA,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,,,91,CARENE INGABIRE,4,DIVORCED,1,M,1138138606,-1.942576815,30.13638262,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA
112,S5D785119961,CARENE,,INGABIRE,CARENE  INGABIRE,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,7,1921,104,CARENE INGABIRE,4,DIVORCED,7,F,1138138606,-1.942576815,30.13638262,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA
112,S9T271791358,MUGWANEZA,,SOLANGE,MUGWANEZA  SOLANGE,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,4,1976,46,CARENE INGABIRE,5,SEPARATED,12,F,1138138606,-1.942576815,30.13638262,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA
112,SAF571165902,NSHIMIYE,,NHYGIJIMANA,NSHIMIYE  NHYGIJIMANA,KIGALI,KICUKIRO,MASAKA,MBABE,SANGANO,5,1979,87,CARENE INGABIRE,,,5,M,1138138606,-1.942576815,30.13638262,RWANDA KICUKIRO MASAKA MBABE SANGANO,MBABESANGANO,KICUKIROMASAKA
113,SAJ796567356,,ROGER,DEO, ROGER DEO,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,6,2005,17,SONIA UWIMANA,6,NEVER MARRIED,2,,4338092938,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI
113,SBX136680356,MATABARO,,NIYIGENA,MATABARO  NIYIGENA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,,1951,71,SONIA UWIMANA,3,LIVE IN A POLYGAMOUS UNION,4,F,4338092938,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI
113,SKT543282508,SONIA,,UWIMANA,SONIA  UWIMANA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,,1940,82,SONIA UWIMANA,,,1,F,4338092938,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI
113,SM9861949398,FULGENCE,,KANEZA,FULGENCE  KANEZA,EAST,NYAGATARE,MIMURI,BIBARE,URUTAMBI,,1968,54,SONIA UWIMANA,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,,M,4338092938,-1.448469368,30.24763267,RWANDA NYAGATARE MIMURI BIBARE URUTAMBI,BIBAREURUTAMBI,NYAGATAREMIMURI
114,SMQ659172632,HATEGEKIMANA,BEAUFIL,NIYONSENGA,HATEGEKIMANA BEAUFIL NIYONSENGA,WEST,RUTSIRO,MUSHUBATI,MAGERAGERE,NYARUSANGE,1,2000,22,ADEODATUS UMUHOZA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,4,M,6989973938,-2.015753778,29.39758255,RWANDA RUTSIRO MUSHUBATI MAGERAGERE NYARUSANGE,MAGERAGERENYARUSANGE,RUTSIROMUSHUBATI
114,SOV385123176,NZIMANA,,CLARISSE,NZIMANA  CLARISSE,WEST,RUTSIRO,MUSHUBATI,MAGERAGERE,NYARUSANGE,10,1986,36,ADEODATUS UMUHOZA,7,WIDOWED,11,M,6989973938,-2.015753778,29.39758255,RWANDA RUTSIRO MUSHUBATI MAGERAGERE NYARUSANGE,MAGERAGERENYARUSANGE,RUTSIROMUSHUBATI
114,SXE836351258,ADEODATUS,,UMUHOZA,ADEODATUS  UMUHOZA,WEST,RUTSIRO,MUSHUBATI,MAGERAGERE,NYARUSANGE,6,1944,78,ADEODATUS UMUHOZA,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,6,M,6989973938,-2.015753778,29.39758255,RWANDA RUTSIRO MUSHUBATI MAGERAGERE NYARUSANGE,MAGERAGERENYARUSANGE,RUTSIROMUSHUBATI
114,T15039566502,FLORIEN,,MUGABE,FLORIEN  MUGABE,WEST,RUTSIRO,MUSHUBATI,MAGERAGERE,NYARUSANGE,8,2010,77,ADEODATUS UMUHOZA,5,SEPARATED,10,M,6989973938,-2.015753778,29.39758255,RWANDA RUTSIRO MUSHUBATI MAGERAGERE NYARUSANGE,MAGERAGERENYARUSANGE,RUTSIROMUSHUBATI
115,T2S139834578,INOCEN,,TWAHIRWA,INOCEN  TWAHIRWA,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,11,1983,40,INNOCENT TWAHIRWA,1,MARRIED TO ONE WIFE/HUSBAND OFFICIALLY,7,M,7279448357,-1.934995963,30.0156425,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA
115,T8A117098010,KARENZI,,,KARENZI  ,KIGALI,NYARUGENGE,KANYINYA,TABA,NGENDO,,2001,22,INNOCENT TWAHIRWA,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,1,M,7279448357,-1.934995963,30.0156425,RWANDA NYARUGENGE KANYINYA TABA NGENDO,TABANGENDO,NYARUGENGEKANYINYA
115,T8A117098010,KARENZI,,MUKESHIMANA,KARENZI  MUKESHIMANA,WEST,RUTSIRO,RUSEBEYA,RURONDE,KIGALI,11,2001,21,INNOCENT TWAHIRWA,2,MARRIED TO ONE WIFE/HUSBAND NOT OFFICIALLY,,M,7279448357,-1.825342711,29.32154712,RWANDA RUTSIRO RUSEBEYA RURONDE KIGALI,RURONDEKIGALI,RUTSIRORUSEBEYA
